No. Drawing ,Trench No.,Layer,Piece,Clay Paste,Colour of Wash/Slip,Wash/Slip,Position of Wash/Slip,Chamotte,Inside Quality,Outside Quality,Firing Rate,Rate of Saftly,Inside Painting,Painting Pattern,Colour of Painting,Outside Painting,Painting Pattern,Colour of Painting,Inside Engraving,Outside Engraving,Engraving Pattern,Drawing/Shape,Comparable Site,Phase/Period,Reference 
25,S.T.7,S.U 32,Body,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Combined ,Brown,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 115, Fig: 143, NO: 3"
26,S.T.7,S.U 32,Base,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale,1997, P: 147, Fig: 195, NO: 3"
27,S.T.7,S.U 32,Base,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,,,,
28,S.T.7,S.U 32,Base,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,,,,
29,S.T.7,S.U 32,Base,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 115, Fig: 143, NO: 3"
30,S.T.7,S.U 32,Base,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 113, Fig: 138, NO: 5"
31,S.T.7,S.U 32,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 124, Fig: 160"
32,S.T.7,S.U 32,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 115, Fig: 143, NO: 2"
33,S.T.7,S.U 32,Body,Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Combined ,Brown,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 130, Fig: 170, NO: 4"
34,S.T.7,S.U 32,Body,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Geometric,Brown,,,,,,,
35,S.T.7,S.U 32,Body,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Combined ,Brown,,,,,,,
36,S.T.7,S.U 32,Body,Red,Red,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Combined ,Red,,,,,,,
37,S.T.7,S.U 32,Body,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Combined ,Brown,,,,,,,
38,S.T.7,S.U 32,Body,Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Combined ,Brown,,,,,,,
39,S.T.7,S.U 32,Body,Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Geometric,Multi color,,,,Shape ,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 127, Fig: 163"
40,S.T.7,S.U 32,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape ,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 115, Fig: 142, NO: 4"
41,S.T.7,S.U 32,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,Inside,Geometric,Brown,Outside,Combined ,Brown,,,,Shape ,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 101, Fig: 115, NO: 4"
42,S.T.7,S.U 32,Base,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,,,,
43,S.T.7,S.U 32,Body,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Combined ,Brown,,,,,,,
44,S.T.7,S.U 32,Body,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Combined ,Brown,,,,,,,
45,S.T.7,S.U 32,Body,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Combined ,Brown,,,,,,,
46,S.T.7,S.U 32,Body,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Combined ,Brown,,,,,,,
47,S.T.7,S.U 32,Body,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Combined ,Brown,,,,,,,
48,S.T.7,S.U 32,Body,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Combined ,Brown,,,,,,,
1,S.T.7,S.U 33,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Drawing,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 140, Fig: 185, NO: 4"
2,S.T.7,S.U 33,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Drawing,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 142, Fig: 187, NO: 5"
1,S.T.7,S.U 35,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,,,,
2,S.T.7,S.U 35,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale,1997, P: 151, Fig: 203, NO: 2"
3,S.T.7,S.U 35,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,,,,
4,S.T.7,S.U 35,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,,,,
5,S.T.7,S.U 35,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,Inside,Mixed,Brown,Outside,Geometric,Brown,,,,,,,
6,S.T.7,S.U 35,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 144, Fig: 190, NO: 6"
7,S.T.7,S.U 35,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,Outside,Mixed,Brown,,,,Drawing,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 112, Fig: 136, NO: 6"
8,S.T.7,S.U 35,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,Outside,Geometric,Black,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 130, Fig: 170, NO: 4"
9,S.T.7,S.U 35,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 106, Fig: 124, NO: 2"
10,S.T.7,S.U 35,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,Outside,Mixed,Brown,,,,,,,
1,S.T.7,S.U 40,Rim,Buff,Red,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B ,"Salvatori, Vidale,1997, P: 140, Fig: 185, NO: 4"
2,S.T.7,S.U 41,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,,,,
3,S.T.7,S.U 41,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 147, Fig: 195, NO: 2"
4,S.T.7,S.U 41,Rim,Red,Red,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 144, Fig: 190, NO: 1"
5,S.T.7,S.U 41,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,,,,
1,S.T.8,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale, 1997, P: 102, Fig: 116, NO: 1 "
2,S.T.8,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,sufficient,Medium,,,,,,,,,,,,,
3,S.T.8,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,sufficient,Medium,,,,,,,,,,,,,
4,S.T.8,S.U 1,Body,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,sufficient,Medium,,,,,,,,Outside,Potter's mark,,,,
5,S.T.8,S.U 1,Base,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,sufficient,Good,,,,,,,,Outside,Potter's mark,,,,
6,S.T.8,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,sufficient,Good,,,,,,,,,,,,,
7,S.T.8,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale, 1997, P: 148, Fig: 196, NO: 4 "
8,S.T.8,S.U 1,Rim,Red,Red,Wash,Inside/Outside,Medium-sized,Medium,Medium,sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A ,"Salvatori, Vidale, 1997, P: 113, Fig: 138, NO: 2 "
9,S.T.8,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale, 1997, P: 148, Fig: 196, NO: 3 "
10,S.T.8,S.U 1,Base,Buff,Buff,Wash,Inside/Outside,Very Fine,Medium,Medium,sufficient,Medium,,,,,,,,,,,,,
11,S.T.8,S.U 1,Base,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B ,"Salvatori, Vidale, 1997, P: 130, Fig: 170, NO: 4 "
12,S.T.8,S.U 1,Base,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,sufficient,Bad,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale, 1997, P: 149, Fig: 198, NO: 5 "
13,S.T.8,S.U 1,Body,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,sufficient,Good,,,,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 6 ,"Salvatori, Vidale, 1997, P: 107, Fig: 126, NO: 4 "
14,S.T.8,S.U 1,Body,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,sufficient,Bad,,,,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 6 ,"Salvatori, Vidale, 1997, P: 107, Fig: 126, NO: 2 "
15,S.T.8,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B ,"Salvatori, Vidale, 1997, P: 135, Fig: 180, NO: 2 "
16,S.T.8,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Very Fine,Medium,Medium,Deficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A ,"Salvatori, Vidale, 1997, P: 115, Fig: 143, NO: 1 "
17,S.T.8,S.U 1,Rim,Dark Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B ,"Salvatori, Vidale, 1997, P: 130, Fig: 170, NO: 4 "
18,S.T.8,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B ,"Salvatori, Vidale, 1997, P: 130, Fig: 170, NO: 4 "
19,S.T.8,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,sufficient,Good,,,,,,,,,,,,,
20,S.T.8,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Coarse,Coarse,sufficient,Bad,,,,,,,,Outside,Geometric,,,,
21,S.T.8,S.U 1,Rim,Dark Red,Buff,Wash,Inside/Outside,Fine,Medium,Medium,sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale, 1997, P: 150, Fig: 201, NO: 2 "
22,S.T.8,S.U 1,Rim,Red,Red,Wash,Inside/Outside,Fine,Medium,Medium,sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6 ,"Salvatori, Vidale, 1997, P: 102, Fig: 116, NO: 1 "
23,S.T.8,S.U 1,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale, 1997, P: 149, Fig: 199, NO: 5 "
24,S.T.8,S.U 1,Rim,Grey,Grey,Wash,Inside/Outside,Fine,Medium,Medium,sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 8-7 ,"Salvatori, Vidale, 1997, P: 89, Fig: 91, NO: 4 "
25,S.T.8,S.U 1,Rim,Buff,Dark,Wash,Inside/Outside,Fine,Fine,Fine,Deficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6 ,"Salvatori, Vidale, 1997, P: 102, Fig: 116, NO: 1 "
26,S.T.8,S.U 1,Rim,Buff,Dark,Wash,Inside/Outside,Fine,Fine,Fine,Deficient,Medium,,,,,,,,,,,,,
27,S.T.8,S.U 1,Rim,Buff,Dark,Wash,Inside/Outside,Fine,Fine,Fine,Deficient,Medium,,,,,,,,,,,,,
1,S.T.8,S.U 2,Rim,Dark Red,Buff,Wash,Inside/Outside,Fine,Medium,Medium,sufficient,Good,,,,,,,,,,,,,
2,S.T.8,S.U 2,Rim,Dark Red,Buff,Wash,Inside/Outside,Fine,Medium,Medium,sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 103, Fig: 118, NO: 1"
3,S.T.8,S.U 2,Body,Dark Red,Buff,Wash,Inside/Outside,Fine,Medium,Medium,sufficient,Medium,,,,Outside,Geometric,Brown,,,,,,,
4,S.T.8,S.U 2,Rim,Dark Red,Buff,Wash,Inside/Outside,Fine,Medium,Medium,sufficient,Medium,,,,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 103, Fig: 118, NO: 1 "
5,S.T.8,S.U 2,Rim,Dark Red,Buff,Wash,Inside/Outside,Fine,Medium,Medium,sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale,1997, P: 148, Fig: 197, NO: 4"
6,S.T.8,S.U 2,Body,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,sufficient,Medium,,,,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 5A ,"Salvatori, Vidale,1997, P: 118, Fig: 148"
1,S.T.8,S.U 3,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 2"
2,S.T.8,S.U 3,Rim,Red,Red,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 150, Fig: 201, NO: 6"
3,S.T.8,S.U 3,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,,,,
4,S.T.8,S.U 3,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 206, NO: 5"
5,S.T.8,S.U 3,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997,P: 148, Fig: 199, NO: 2"
6,S.T.8,S.U 3,Rim,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997,P: 148, Fig: 199, NO: 2"
7,S.T.8,S.U 3,Rim,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,,,,
8,S.T.8,S.U 3,Rim,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,,,,
9,S.T.8,S.U 3,Base,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997,P: 148, Fig: 199, NO: 2"
10,S.T.8,S.U 3,Rim,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997,P: 149, Fig: 199, NO: 3"
11,S.T.8,S.U 3,Rim,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997,P: 148, Fig: 199, NO: 2"
12,S.T.8,S.U 3,Rim,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,,,,
13,S.T.8,S.U 3,Body,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 206, NO: 5"
14,S.T.8,S.U 3,Body,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,Outside,Mixed,Brown,,,,,,,
15,S.T.8,S.U 3,Body,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,Outside,Mixed,Brown,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 146, Fig: 192, NO: 4"
16,S.T.8,S.U 3,Body,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,Outside,Mixed,Brown,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 142, Fig: 187, NO: 10"
17,S.T.8,S.U 3,Rim,Red,Red,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 146, Fig: 193, NO: 5"
18,S.T.8,S.U 3,Rim,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,,,,
19,S.T.8,S.U 3,Rim,Buff,Buff,Slip,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 149, Fig: 198, NO: 3"
1,S.T.8,S.U 5,Rim,Buff,Buff,Wash,Inside/Outside,Very Fine,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 149, Fig: 198, NO: 5 "
2,S.T.8,S.U 5,Rim,Buff,Buff,Wash,Inside/Outside,Very Fine,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,,,,
3,S.T.8,S.U 5,Rim,Buff,Buff,Wash,Inside/Outside,Very Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 149, Fig: 198, NO: 5 "
4,S.T.8,S.U 5,Rim,Buff,Buff,Wash,Inside/Outside,Very Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A ,"Salvatori, Vidale,1997, P: 124, Fig: 160 "
5,S.T.8,S.U 5,Base,Buff,Buff,Wash,Inside/Outside,Very Fine,Medium,Medium,Sufficient,Good,,,,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 5A ,"Salvatori, Vidale,1997, P: 106, Fig: 124, NO: 2 "
6,S.T.8,S.U 5,Body,Grey,Grey,Wash,Inside/Outside,Very Fine,Medium,Medium,Sufficient,Good,,,,Outside,Mixed,Black,,,,Shape,Shahr-i Sokhta,Phase: 5A ,"Salvatori, Vidale,1997, P: 135, Fig: 179, NO: 3 "
1,S.T.8,S.U 6,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 133, Fig: 176, NO: 3"
2,S.T.8,S.U 6,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 133, Fig: 175, NO: 1"
3,S.T.8,S.U 6,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 3"
4,S.T.8,S.U 6,Body,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,Outside,Mixed,Brown,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 135, Fig: 179, NO: 3"
5,S.T.8,S.U 6,Body,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,Outside,Geometric,Black,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 130, Fig: 170, NO: 2"
6,S.T.8,S.U 6,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 133, Fig: 175, NO: 2"
7,S.T.8,S.U 6,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 114, Fig: 141, NO: 1"
8,S.T.8,S.U 6,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 115, Fig: 142, NO: 1"
9,S.T.8,S.U 6,Base,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,,,,
10,S.T.8,S.U 6,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,Inside,Mixed,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 133, Fig: 175, NO: 1"
11,S.T.8,S.U 6,Base,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 114, Fig: 141, NO: 1"
1,S.T.8,S.U 10,Rim,Buff,Buff,Wash,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 93, Fig: 99, NO: 1"
2,S.T.8,S.U 10,Rim,Buff,Buff,Wash,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 206, NO: 3"
3,S.T.8,S.U 10,Base,Buff,Buff,Wash,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 100, Fig: 113, NO: 4"
4,S.T.8,S.U 10,Rim,Buff,Buff,Wash,Inside/Outside,Very Fine,Fine,Fine,Sufficient,Good,,,,Outside,Mixed,Brown,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 130, Fig: 170, NO: 4"
1,S.T.8,S.U 11,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4 ,"Salvatori, Vidale,1997, P: 149, Fig: 198, NO: 5"
2,S.T.8,S.U 11,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,Inside,Mixed,Brown,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 134, Fig: 178, NO: 3"
3,S.T.8,S.U 11,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,,,,
4,S.T.8,S.U 11,Body,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,Outside,Geometric,Red,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 102, Fig: 117, NO: 1"
5,S.T.8,S.U 11,Body,Dark Red,Dark Red,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 101, Fig: 114, NO: 5"
6,S.T.8,S.U 11,Base,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,,,,
7,S.T.8,S.U 11,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Red,,,,,,,
